tile_zoom,tile_x,tile_y,fid,au_ID_concatenated,au_country,au_level1,au_level2,b_ADM1_PCODE,b_ADM2_PCODE,b_ADM1_ES,b_ADM2_ES,b_ADM1_PT,b_ADM2_PT,au_area_km2,au_population,au_invest_with_presence,au_no_info,grupo_EMC,grupo_EMBF,grupo_ELN,grupo_CDF_AGC,grupo_Seg_Marquetalia,grupo_Los_Lobos,grupo_Los_Choneros,grupo_CV,grupo_PCC,grupo_Others,total_grupos_presentes,grupos_detalle_ES,grupos_detalle_PT,grupos_detalle_EN
6,23,32,453,,,,,BR22,BR2204402,,,Piauí,Gilbués,3495.25,,,,,,,,,,,,,,,,,
6,23,33,379,,,,,BR22,BR2208908,,,Piauí,Ribeiro Gonçalves,3978.43,,,,,,,,,,,,,,,,,
6,23,33,385,,,,,BR22,BR2211209,,,Piauí,Uruçuí,8416.31,,,,,,,,,,,,,,,,,
6,23,33,391,,,,,BR22,BR2209203,,,Piauí,Santa Filomena,5285.22,,,,,,,,,,,,,,,,,
6,23,33,451,,,,,BR29,BR2911105,,,Bahia,Formosa do Rio Preto,15634.89,,,,,,,,,,,,,,,,,
6,23,33,452,,,,,BR22,BR2201309,,,Piauí,Barreiras do Piauí,2168.38,,,,,,,,,,,,,,,,,
6,23,33,453,,,,,BR22,BR2204402,,,Piauí,Gilbués,3495.25,,,,,,,,,,,,,,,,,
6,23,34,252,,,,,BR52,BR5205521,,,Goiás,Colinas do Sul,1708.05,,,,,,,,,,,,,,,,,
6,23,34,253,,,,,BR52,BR5204656,,,Goiás,Campinaçu,1974.34,,,,,,,,,,,,,,,,,
6,23,34,254,,,,,BR52,BR5208103,,,Goiás,Formoso,844.66,,,,,,,,,,,,,,,,,
6,23,34,255,,,,,BR52,BR5221080,,,Goiás,Teresina de Goiás,774.34,,,,,,,,,,,,,,,,,
6,23,34,256,,,,,BR52,BR5213087,,,Goiás,Minaçu,2861.07,,,,,,,,,,,,,,,,,
6,23,34,257,,,,,BR52,BR5205307,,,Goiás,Cavalcante,6951.96,,,,,,,,,,,,,,,,,
6,23,34,262,,,,,BR52,BR5213509,,,Goiás,Monte Alegre de Goiás,3120.0,,,,,,,,,,,,,,,,,
6,23,34,264,,,,,BR52,BR5219605,,,Goiás,Santa Tereza de Goiás,794.53,,,,,,,,,,,,,,,,,
6,23,34,265,,,,,BR52,BR5218003,,,Goiás,Porangatu,4819.94,,,,,,,,,,,,,,,,,
6,23,34,267,,,,,BR52,BR5213772,,,Goiás,Montividiu do Norte,1332.78,,,,,,,,,,,,,,,,,
6,23,34,269,,,,,BR52,BR5221452,,,Goiás,Trombas,799.47,,,,,,,,,,,,,,,,,
6,23,34,270,,,,,BR52,BR5208301,,,Goiás,Divinópolis de Goiás,830.91,,,,,,,,,,,,,,,,,
6,23,34,271,,,,,BR52,BR5204904,,,Goiás,Campos Belos,734.21,,,,,,,,,,,,,,,,,
6,23,34,277,,,,,BR52,BR5219803,,,Goiás,São Domingos,3333.9,,,,,,,,,,,,,,,,,
6,23,34,278,,,,,BR52,BR5213053,,,Goiás,Mimoso de Goiás,1386.65,,,,,,,,,,,,,,,,,
6,23,34,279,,,,,BR52,BR5200175,,,Goiás,Água Fria de Goiás,2029.93,,,,,,,,,,,,,,,,,
6,23,34,280,,,,,BR52,BR5220009,,,Goiás,São João d'Aliança,3327.52,,,,,,,,,,,,,,,,,
6,23,34,281,,,,,BR52,BR5214606,,,Goiás,Niquelândia,9843.19,,,,,,,,,,,,,,,,,
6,23,34,282,,,,,BR52,BR5200605,,,Goiás,Alto Paraíso de Goiás,2596.59,,,,,,,,,,,,,,,,,
6,23,34,283,,,,,BR52,BR5218300,,,Goiás,Posse,2071.06,,,,,,,,,,,,,,,,,
6,23,34,284,,,,,BR52,BR5209903,,,Goiás,Iaciara,1550.06,,,,,,,,,,,,,,,,,
6,23,34,285,,,,,BR52,BR5214903,,,Goiás,Nova Roma,2136.24,,,,,,,,,,,,,,,,,
6,23,34,286,,,,,BR52,BR5209408,,,Goiás,Guarani de Goiás,1226.5,,,,,,,,,,,,,,,,,
6,23,34,287,,,,,BR52,BR5220686,,,Goiás,Simolândia,347.98,,,,,,,,,,,,,,,,,
6,23,34,288,,,,,BR52,BR5220702,,,Goiás,Sítio d'Abadia,1611.36,,,,,,,,,,,,,,,,,
6,23,34,289,,,,,BR52,BR5207907,,,Goiás,Flores de Goiás,3709.02,,,,,,,,,,,,,,,,,
6,23,34,290,,,,,BR52,BR5214879,,,Goiás,Nova Iguaçu de Goiás,628.24,,,,,,,,,,,,,,,,,
6,23,34,291,,,,,BR52,BR5221601,,,Goiás,Uruaçu,2141.64,,,,,,,,,,,,,,,,,
6,23,34,292,,,,,BR52,BR5200555,,,Goiás,Alto Horizonte,504.13,,,,,,,,,,,,,,,,,
6,23,34,293,,,,,BR52,BR5204953,,,Goiás,Campos Verdes,441.18,,,,,,,,,,,,,,,,,
6,23,34,294,,,,,BR52,BR5204706,,,Goiás,Campinorte,1067.99,,,,,,,,,,,,,,,,,
6,23,34,295,,,,,BR52,BR5207501,,,Goiás,Estrela do Norte,301.99,,,,,,,,,,,,,,,,,
6,23,34,296,,,,,BR52,BR5219456,,,Goiás,Santa Rita do Novo Destino,956.19,,,,,,,,,,,,,,,,,
6,23,34,297,,,,,BR52,BR5220157,,,Goiás,São Luiz do Norte,585.55,,,,,,,,,,,,,,,,,
6,23,34,298,,,,,BR52,BR5214101,,,Goiás,Mutunópolis,955.96,,,,,,,,,,,,,,,,,
6,23,34,299,,,,,BR52,BR5209457,,,Goiás,Guarinos,596.09,,,,,,,,,,,,,,,,,
6,23,34,300,,,,,BR52,BR5200258,,,Goiás,Águas Lindas de Goiás,192.28,,,,,,,,,,,,,,,,,
6,23,34,301,,,,,BR52,BR5215603,,,Goiás,Padre Bernardo,3142.88,,,,,,,,,,,,,,,,,
6,23,34,302,,,,,BR52,BR5217609,,,Goiás,Planaltina,2550.32,,,,,,,,,,,,,,,,,
6,23,34,303,,,,,BR53,BR5300108,,,Distrito Federal,Brasília,5760.99,,,,,,,,,,,,,,,,,
6,23,34,304,,,,,BR52,BR5206800,,,Goiás,Damolândia,84.35,,,,,,,,,,,,,,,,,
6,23,34,305,,,,,BR52,BR5208004,,,Goiás,Formosa,5814.1,,,,,,,,,,,,,,,,,
6,23,34,306,,,,,BR31,BR3109303,,,Minas Gerais,Buritis,5225.42,,,,,,,,,,,,,,,,,
6,23,34,307,,,,,BR52,BR5222203,,,Goiás,Vila Boa,1060.53,,,,,,,,,,,,,,,,,
6,23,34,308,,,,,BR52,BR5200803,,,Goiás,Alvorada do Norte,1259.55,,,,,,,,,,,,,,,,,
6,23,34,309,,,,,BR52,BR5209804,,,Goiás,Hidrolina,580.39,,,,,,,,,,,,,,,,,
6,23,34,310,,,,,BR52,BR5214861,,,Goiás,Nova Glória,413.36,,,,,,,,,,,,,,,,,
6,23,34,311,,,,,BR52,BR5203203,,,Goiás,Barro Alto,1093.22,,,,,,,,,,,,,,,,,
6,23,34,312,,,,,BR52,BR5219357,,,Goiás,Santa Isabel,807.74,,,,,,,,,,,,,,,,,
6,23,34,313,,,,,BR52,BR5208608,,,Goiás,Goianésia,1547.34,,,,,,,,,,,,,,,,,
6,23,34,314,,,,,BR52,BR5216908,,,Goiás,Pilar de Goiás,906.26,,,,,,,,,,,,,,,,,
6,23,34,315,,,,,BR52,BR5210158,,,Goiás,Ipiranga de Goiás,240.66,,,,,,,,,,,,,,,,,
6,23,34,316,,,,,BR52,BR5218607,,,Goiás,Rialma,268.3,,,,,,,,,,,,,,,,,
6,23,34,317,,,,,BR52,BR5222302,,,Goiás,Vila Propício,2181.67,,,,,,,,,,,,,,,,,
6,23,34,318,,,,,BR52,BR5205406,,,Goiás,Ceres,214.27,,,,,,,,,,,,,,,,,
6,23,34,319,,,,,BR52,BR5205802,,,Goiás,Corumbá de Goiás,1062.33,,,,,,,,,,,,,,,,,
6,23,34,320,,,,,BR52,BR5205513,,,Goiás,Cocalzinho de Goiás,1789.01,,,,,,,,,,,,,,,,,
6,23,34,321,,,,,BR52,BR5212055,,,Goiás,Jesúpolis,122.3,,,,,,,,,,,,,,,,,
6,23,34,322,,,,,BR52,BR5210562,,,Goiás,Itaguari,147.14,,,,,,,,,,,,,,,,,
6,23,34,323,,,,,BR52,BR5210604,,,Goiás,Itaguaru,239.63,,,,,,,,,,,,,,,,,
6,23,34,324,,,,,BR52,BR5211800,,,Goiás,Jaraguá,1848.8,,,,,,,,,,,,,,,,,
6,23,34,325,,,,,BR52,BR5217302,,,Goiás,Pirenópolis,2205.32,,,,,,,,,,,,,,,,,
6,23,34,326,,,,,BR52,BR5219902,,,Goiás,São Francisco de Goiás,415.87,,,,,,,,,,,,,,,,,
6,23,34,327,,,,,BR52,BR5221007,,,Goiás,Taquaral de Goiás,204.2,,,,,,,,,,,,,,,,,
6,23,34,328,,,,,BR52,BR5221700,,,Goiás,Uruana,522.85,,,,,,,,,,,,,,,,,
6,23,34,329,,,,,BR52,BR5218706,,,Goiás,Rianápolis,159.04,,,,,,,,,,,,,,,,,
6,23,34,330,,,,,BR52,BR5211404,,,Goiás,Itauçu,384.1,,,,,,,,,,,,,,,,,
6,23,34,331,,,,,BR52,BR5210000,,,Goiás,Inhumas,615.16,,,,,,,,,,,,,,,,,
6,23,34,332,,,,,BR52,BR5219506,,,Goiás,Santa Rosa de Goiás,164.08,,,,,,,,,,,,,,,,,
6,23,34,333,,,,,BR52,BR5216809,,,Goiás,Petrolina de Goiás,531.4,,,,,,,,,,,,,,,,,
6,23,34,334,,,,,BR52,BR5204854,,,Goiás,Campo Limpo de Goiás,159.46,,,,,,,,,,,,,,,,,
6,23,34,335,,,,,BR52,BR5201108,,,Goiás,Anápolis,934.69,,,,,,,,,,,,,,,,,
6,23,34,336,,,,,BR52,BR5215405,,,Goiás,Ouro Verde de Goiás,208.92,,,,,,,,,,,,,,,,,
6,23,34,337,,,,,BR29,BR2908101,,,Bahia,Cocos,10140.97,,,,,,,,,,,,,,,,,
6,23,34,338,,,,,BR29,BR2917359,,,Bahia,Jaborandi,9954.9,,,,,,,,,,,,,,,,,
6,23,34,339,,,,,BR29,BR2909307,,,Bahia,Correntina,11503.91,,,,,,,,,,,,,,,,,
6,23,34,340,,,,,BR29,BR2928901,,,Bahia,São Desidério,15154.7,,,,,,,,,,,,,,,,,
6,23,34,341,,,,,BR52,BR5203962,,,Goiás,Buritinópolis,247.25,,,,,,,,,,,,,,,,,
6,23,34,342,,,,,BR52,BR5206701,,,Goiás,Damianópolis,415.05,,,,,,,,,,,,,,,,,
6,23,34,343,,,,,BR52,BR5212709,,,Goiás,Mambaí,854.23,,,,,,,,,,,,,,,,,
6,23,34,344,,,,,BR31,BR3126208,,,Minas Gerais,Formoso,3685.4,,,,,,,,,,,,,,,,,
6,23,34,365,,,,,BR29,BR2919553,,,Bahia,Luís Eduardo Magalhães,4037.5,,,,,,,,,,,,,,,,,
6,23,34,366,,,,,BR29,BR2903201,,,Bahia,Barreiras,8051.26,,,,,,,,,,,,,,,,,
6,23,34,451,,,,,BR29,BR2911105,,,Bahia,Formosa do Rio Preto,15634.89,,,,,,,,,,,,,,,,,
6,23,34,486,,,,,BR52,BR5200829,,,Goiás,Amaralina,1343.57,,,,,,,,,,,,,,,,,
6,23,34,487,,,,,BR52,BR5203575,,,Goiás,Bonópolis,1628.73,,,,,,,,,,,,,,,,,
6,23,34,488,,,,,BR52,BR5212808,,,Goiás,Mara Rosa,1687.59,,,,,,,,,,,,,,,,,
6,23,34,489,,,,,BR52,BR5214838,,,Goiás,Nova Crixás,7302.03,,,,,,,,,,,,,,,,,
6,23,34,490,,,,,BR52,BR5215256,,,Goiás,Novo Planalto,1243.08,,,,,,,,,,,,,,,,,
6,23,34,491,,,,,BR52,BR5220207,,,Goiás,São Miguel do Araguaia,6148.06,,,,,,,,,,,,,,,,,
6,23,34,992,,,,,BR52,BR5220108,,,Goiás,São Luís de Montes Belos,829.64,,,,,,,,,,,,,,,,,
6,23,34,993,,,,,BR52,BR5205703,,,Goiás,Córrego do Ouro,455.66,,,,,,,,,,,,,,,,,
6,23,34,994,,,,,BR52,BR5219001,,,Goiás,Sanclerlândia,509.18,,,,,,,,,,,,,,,,,
6,23,34,995,,,,,BR52,BR5202155,,,Goiás,Araguapaz,2193.55,,,,,,,,,,,,,,,,,
6,23,34,996,,,,,BR52,BR5210901,,,Goiás,Itapaci,956.26,,,,,,,,,,,,,,,,,
6,23,34,997,,,,,BR52,BR5206404,,,Goiás,Crixás,4660.8,,,,,,,,,,,,,,,,,
6,23,34,998,,,,,BR52,BR5214002,,,Goiás,Mozarlândia,1734.6,,,,,,,,,,,,,,,,,
6,23,34,999,,,,,BR52,BR5214051,,,Goiás,Mundo Novo,2146.11,,,,,,,,,,,,,,,,,
6,23,34,1000,,,,,BR52,BR5214705,,,Goiás,Nova América,212.02,,,,,,,,,,,,,,,,,
6,23,34,1001,,,,,BR52,BR5218904,,,Goiás,Rubiataba,748.53,,,,,,,,,,,,,,,,,
6,23,34,1002,,,,,BR52,BR5219704,,,Goiás,Santa Terezinha de Goiás,1203.02,,,,,,,,,,,,,,,,,
6,23,34,1003,,,,,BR52,BR5221577,,,Goiás,Uirapuru,1153.3,,,,,,,,,,,,,,,,,
6,23,34,1004,,,,,BR52,BR5211206,,,Goiás,Itapuranga,1276.43,,,,,,,,,,,,,,,,,
6,23,34,1005,,,,,BR52,BR5213855,,,Goiás,Morro Agudo de Goiás,282.46,,,,,,,,,,,,,,,,,
6,23,34,1006,,,,,BR52,BR5209291,,,Goiás,Guaraíta,205.11,,,,,,,,,,,,,,,,,
6,23,34,1007,,,,,BR52,BR5220280,,,Goiás,São Patrício,171.86,,,,,,,,,,,,,,,,,
6,23,34,1008,,,,,BR52,BR5211008,,,Goiás,Itapirapuã,2044.52,,,,,,,,,,,,,,,,,
6,23,34,1009,,,,,BR52,BR5212956,,,Goiás,Matrinchã,1150.72,,,,,,,,,,,,,,,,,
6,23,34,1010,,,,,BR52,BR5215207,,,Goiás,Novo Brasil,654.01,,,,,,,,,,,,,,,,,
6,23,34,1011,,,,,BR52,BR5207535,,,Goiás,Faina,1945.96,,,,,,,,,,,,,,,,,
6,23,34,1012,,,,,BR52,BR5208905,,,Goiás,Goiás,3108.38,,,,,,,,,,,,,,,,,
6,23,34,1013,,,,,BR52,BR5203939,,,Goiás,Buriti de Goiás,200.38,,,,,,,,,,,,,,,,,
6,23,34,1014,,,,,BR52,BR5213905,,,Goiás,Mossâmedes,684.45,,,,,,,,,,,,,,,,,
6,23,34,1015,,,,,BR52,BR5210406,,,Goiás,Itaberaí,1457.26,,,,,,,,,,,,,,,,,
6,23,34,1016,,,,,BR52,BR5209606,,,Goiás,Heitoraí,229.35,,,,,,,,,,,,,,,,,
6,23,34,1017,,,,,BR52,BR5205000,,,Goiás,Carmo do Rio Verde,418.67,,,,,,,,,,,,,,,,,
6,23,34,1018,,,,,BR52,BR5200159,,,Goiás,Adelândia,115.22,,,,,,,,,,,,,,,,,
6,23,34,1019,,,,,BR52,BR5200852,,,Goiás,Americano do Brasil,133.59,,,,,,,,,,,,,,,,,
6,23,34,1020,,,,,BR52,BR5220058,,,Goiás,São João da Paraúna,287.89,,,,,,,,,,,,,,,,,
6,23,34,1021,,,,,BR52,BR5216403,,,Goiás,Paraúna,3780.35,,,,,,,,,,,,,,,,,
6,23,34,1022,,,,,BR52,BR5204201,,,Goiás,Cachoeira de Goiás,422.64,,,,,,,,,,,,,,,,,
6,23,34,1023,,,,,BR52,BR5202601,,,Goiás,Aurilândia,564.22,,,,,,,,,,,,,,,,,
6,23,34,1024,,,,,BR52,BR5207808,,,Goiás,Firminópolis,423.63,,,,,,,,,,,,,,,,,
6,23,34,1025,,,,,BR52,BR5213400,,,Goiás,Moiporá,454.41,,,,,,,,,,,,,,,,,
6,23,34,1026,,,,,BR52,BR5207600,,,Goiás,Fazenda Nova,1274.53,,,,,,,,,,,,,,,,,
6,23,34,1027,,,,,BR52,BR5200902,,,Goiás,Amorinópolis,408.49,,,,,,,,,,,,,,,,,
6,23,34,1028,,,,,BR52,BR5212006,,,Goiás,Jaupaci,527.07,,,,,,,,,,,,,,,,,
6,23,34,1029,,,,,BR52,BR5210307,,,Goiás,Israelândia,577.38,,,,,,,,,,,,,,,,,
6,23,34,1030,,,,,BR52,BR5204409,,,Goiás,Caiapônia,8635.34,,,,,,,,,,,,,,,,,
6,23,34,1031,,,,,BR52,BR5201702,,,Goiás,Aragarças,664.17,,,,,,,,,,,,,,,,,
6,23,34,1032,,,,,BR52,BR5203401,,,Goiás,Bom Jardim de Goiás,1899.74,,,,,,,,,,,,,,,,,
6,23,34,1033,,,,,BR52,BR5202353,,,Goiás,Arenópolis,1074.21,,,,,,,,,,,,,,,,,
6,23,34,1034,,,,,BR52,BR5207105,,,Goiás,Diorama,686.94,,,,,,,,,,,,,,,,,
6,23,34,1035,,,,,BR52,BR5213756,,,Goiás,Montividiu,1869.2,,,,,,,,,,,,,,,,,
6,23,34,1036,,,,,BR52,BR5210208,,,Goiás,Iporá,1026.26,,,,,,,,,,,,,,,,,
6,23,34,1037,,,,,BR52,BR5211602,,,Goiás,Ivolândia,1258.2,,,,,,,,,,,,,,,,,
6,23,34,1038,,,,,BR52,BR5215652,,,Goiás,Palestina de Goiás,1320.53,,,,,,,,,,,,,,,,,
6,23,34,1039,,,,,BR52,BR5217203,,,Goiás,Piranhas,2047.84,,,,,,,,,,,,,,,,,
6,23,34,1044,,,,,BR52,BR5203104,,,Goiás,Baliza,1784.91,,,,,,,,,,,,,,,,,
6,23,34,1045,,,,,BR52,BR5207253,,,Goiás,Doverlândia,3221.25,,,,,,,,,,,,,,,,,
6,23,34,1046,,,,,BR52,BR5218102,,,Goiás,Portelândia,556.05,,,,,,,,,,,,,,,,,
6,23,34,1103,,,,,BR50,BR5003256,,,Mato Grosso do Sul,Costa Rica,4160.72,,,,,,,,,,,,,,,,,
6,23,34,1105,,,,,BR52,BR5213103,,,Goiás,Mineiros,9043.26,,,,,,,,,,,,,,,,,
6,23,34,1106,,,,,BR52,BR5219407,,,Goiás,Santa Rita do Araguaia,1355.49,,,,,,,,,,,,,,,,,
6,23,34,1111,,,,,BR52,BR5202502,,,Goiás,Aruanã,3055.36,,,,,,,,,,,,,,,,,
6,23,34,1112,,,,,BR52,BR5203807,,,Goiás,Britânia,1462.17,,,,,,,,,,,,,,,,,
6,23,34,1113,,,,,BR52,BR5212204,,,Goiás,Jussara,4084.52,,,,,,,,,,,,,,,,,
6,23,34,1114,,,,,BR52,BR5213707,,,Goiás,Montes Claros de Goiás,2904.84,,,,,,,,,,,,,,,,,
6,23,34,1115,,,,,BR52,BR5219258,,,Goiás,Santa Fé de Goiás,1169.02,,,,,,,,,,,,,,,,,
6,23,34,1126,,,,,BR50,BR5003306,,,Mato Grosso do Sul,Coxim,6390.33,,,,,,,,,,,,,,,,,
6,23,34,1127,,,,,BR50,BR5007935,,,Mato Grosso do Sul,Sonora,4184.75,,,,,,,,,,,,,,,,,
6,23,34,1128,,,,,BR50,BR5006408,,,Mato Grosso do Sul,Pedro Gomes,3554.42,,,,,,,,,,,,,,,,,
6,23,34,1129,,,,,BR50,BR5000252,,,Mato Grosso do Sul,Alcinópolis,4397.8,,,,,,,,,,,,,,,,,
6,23,34,1140,,,,,BR50,BR5003207,,,Mato Grosso do Sul,Corumbá,64441.65,,,,,,,,,,,,,,,,,
6,23,35,252,,,,,BR52,BR5205521,,,Goiás,Colinas do Sul,1708.05,,,,,,,,,,,,,,,,,
6,23,35,253,,,,,BR52,BR5204656,,,Goiás,Campinaçu,1974.34,,,,,,,,,,,,,,,,,
6,23,35,254,,,,,BR52,BR5208103,,,Goiás,Formoso,844.66,,,,,,,,,,,,,,,,,
6,23,35,255,,,,,BR52,BR5221080,,,Goiás,Teresina de Goiás,774.34,,,,,,,,,,,,,,,,,
6,23,35,256,,,,,BR52,BR5213087,,,Goiás,Minaçu,2861.07,,,,,,,,,,,,,,,,,
6,23,35,257,,,,,BR52,BR5205307,,,Goiás,Cavalcante,6951.96,,,,,,,,,,,,,,,,,
6,23,35,262,,,,,BR52,BR5213509,,,Goiás,Monte Alegre de Goiás,3120.0,,,,,,,,,,,,,,,,,
6,23,35,264,,,,,BR52,BR5219605,,,Goiás,Santa Tereza de Goiás,794.53,,,,,,,,,,,,,,,,,
6,23,35,265,,,,,BR52,BR5218003,,,Goiás,Porangatu,4819.94,,,,,,,,,,,,,,,,,
6,23,35,267,,,,,BR52,BR5213772,,,Goiás,Montividiu do Norte,1332.78,,,,,,,,,,,,,,,,,
6,23,35,269,,,,,BR52,BR5221452,,,Goiás,Trombas,799.47,,,,,,,,,,,,,,,,,
6,23,35,270,,,,,BR52,BR5208301,,,Goiás,Divinópolis de Goiás,830.91,,,,,,,,,,,,,,,,,
6,23,35,271,,,,,BR52,BR5204904,,,Goiás,Campos Belos,734.21,,,,,,,,,,,,,,,,,
6,23,35,277,,,,,BR52,BR5219803,,,Goiás,São Domingos,3333.9,,,,,,,,,,,,,,,,,
6,23,35,278,,,,,BR52,BR5213053,,,Goiás,Mimoso de Goiás,1386.65,,,,,,,,,,,,,,,,,
6,23,35,279,,,,,BR52,BR5200175,,,Goiás,Água Fria de Goiás,2029.93,,,,,,,,,,,,,,,,,
6,23,35,280,,,,,BR52,BR5220009,,,Goiás,São João d'Aliança,3327.52,,,,,,,,,,,,,,,,,
6,23,35,281,,,,,BR52,BR5214606,,,Goiás,Niquelândia,9843.19,,,,,,,,,,,,,,,,,
6,23,35,282,,,,,BR52,BR5200605,,,Goiás,Alto Paraíso de Goiás,2596.59,,,,,,,,,,,,,,,,,
6,23,35,283,,,,,BR52,BR5218300,,,Goiás,Posse,2071.06,,,,,,,,,,,,,,,,,
6,23,35,284,,,,,BR52,BR5209903,,,Goiás,Iaciara,1550.06,,,,,,,,,,,,,,,,,
6,23,35,285,,,,,BR52,BR5214903,,,Goiás,Nova Roma,2136.24,,,,,,,,,,,,,,,,,
6,23,35,286,,,,,BR52,BR5209408,,,Goiás,Guarani de Goiás,1226.5,,,,,,,,,,,,,,,,,
6,23,35,287,,,,,BR52,BR5220686,,,Goiás,Simolândia,347.98,,,,,,,,,,,,,,,,,
6,23,35,288,,,,,BR52,BR5220702,,,Goiás,Sítio d'Abadia,1611.36,,,,,,,,,,,,,,,,,
6,23,35,289,,,,,BR52,BR5207907,,,Goiás,Flores de Goiás,3709.02,,,,,,,,,,,,,,,,,
6,23,35,290,,,,,BR52,BR5214879,,,Goiás,Nova Iguaçu de Goiás,628.24,,,,,,,,,,,,,,,,,
6,23,35,291,,,,,BR52,BR5221601,,,Goiás,Uruaçu,2141.64,,,,,,,,,,,,,,,,,
6,23,35,292,,,,,BR52,BR5200555,,,Goiás,Alto Horizonte,504.13,,,,,,,,,,,,,,,,,
6,23,35,293,,,,,BR52,BR5204953,,,Goiás,Campos Verdes,441.18,,,,,,,,,,,,,,,,,
6,23,35,294,,,,,BR52,BR5204706,,,Goiás,Campinorte,1067.99,,,,,,,,,,,,,,,,,
6,23,35,295,,,,,BR52,BR5207501,,,Goiás,Estrela do Norte,301.99,,,,,,,,,,,,,,,,,
6,23,35,296,,,,,BR52,BR5219456,,,Goiás,Santa Rita do Novo Destino,956.19,,,,,,,,,,,,,,,,,
6,23,35,297,,,,,BR52,BR5220157,,,Goiás,São Luiz do Norte,585.55,,,,,,,,,,,,,,,,,
6,23,35,298,,,,,BR52,BR5214101,,,Goiás,Mutunópolis,955.96,,,,,,,,,,,,,,,,,
6,23,35,299,,,,,BR52,BR5209457,,,Goiás,Guarinos,596.09,,,,,,,,,,,,,,,,,
6,23,35,300,,,,,BR52,BR5200258,,,Goiás,Águas Lindas de Goiás,192.28,,,,,,,,,,,,,,,,,
6,23,35,301,,,,,BR52,BR5215603,,,Goiás,Padre Bernardo,3142.88,,,,,,,,,,,,,,,,,
6,23,35,302,,,,,BR52,BR5217609,,,Goiás,Planaltina,2550.32,,,,,,,,,,,,,,,,,
6,23,35,303,,,,,BR53,BR5300108,,,Distrito Federal,Brasília,5760.99,,,,,,,,,,,,,,,,,
6,23,35,304,,,,,BR52,BR5206800,,,Goiás,Damolândia,84.35,,,,,,,,,,,,,,,,,
6,23,35,305,,,,,BR52,BR5208004,,,Goiás,Formosa,5814.1,,,,,,,,,,,,,,,,,
6,23,35,306,,,,,BR31,BR3109303,,,Minas Gerais,Buritis,5225.42,,,,,,,,,,,,,,,,,
6,23,35,307,,,,,BR52,BR5222203,,,Goiás,Vila Boa,1060.53,,,,,,,,,,,,,,,,,
6,23,35,308,,,,,BR52,BR5200803,,,Goiás,Alvorada do Norte,1259.55,,,,,,,,,,,,,,,,,
6,23,35,309,,,,,BR52,BR5209804,,,Goiás,Hidrolina,580.39,,,,,,,,,,,,,,,,,
6,23,35,310,,,,,BR52,BR5214861,,,Goiás,Nova Glória,413.36,,,,,,,,,,,,,,,,,
6,23,35,311,,,,,BR52,BR5203203,,,Goiás,Barro Alto,1093.22,,,,,,,,,,,,,,,,,
6,23,35,312,,,,,BR52,BR5219357,,,Goiás,Santa Isabel,807.74,,,,,,,,,,,,,,,,,
6,23,35,313,,,,,BR52,BR5208608,,,Goiás,Goianésia,1547.34,,,,,,,,,,,,,,,,,
6,23,35,314,,,,,BR52,BR5216908,,,Goiás,Pilar de Goiás,906.26,,,,,,,,,,,,,,,,,
6,23,35,315,,,,,BR52,BR5210158,,,Goiás,Ipiranga de Goiás,240.66,,,,,,,,,,,,,,,,,
6,23,35,316,,,,,BR52,BR5218607,,,Goiás,Rialma,268.3,,,,,,,,,,,,,,,,,
6,23,35,317,,,,,BR52,BR5222302,,,Goiás,Vila Propício,2181.67,,,,,,,,,,,,,,,,,
6,23,35,318,,,,,BR52,BR5205406,,,Goiás,Ceres,214.27,,,,,,,,,,,,,,,,,
6,23,35,319,,,,,BR52,BR5205802,,,Goiás,Corumbá de Goiás,1062.33,,,,,,,,,,,,,,,,,
6,23,35,320,,,,,BR52,BR5205513,,,Goiás,Cocalzinho de Goiás,1789.01,,,,,,,,,,,,,,,,,
6,23,35,321,,,,,BR52,BR5212055,,,Goiás,Jesúpolis,122.3,,,,,,,,,,,,,,,,,
6,23,35,322,,,,,BR52,BR5210562,,,Goiás,Itaguari,147.14,,,,,,,,,,,,,,,,,
6,23,35,323,,,,,BR52,BR5210604,,,Goiás,Itaguaru,239.63,,,,,,,,,,,,,,,,,
6,23,35,324,,,,,BR52,BR5211800,,,Goiás,Jaraguá,1848.8,,,,,,,,,,,,,,,,,
6,23,35,325,,,,,BR52,BR5217302,,,Goiás,Pirenópolis,2205.32,,,,,,,,,,,,,,,,,
6,23,35,326,,,,,BR52,BR5219902,,,Goiás,São Francisco de Goiás,415.87,,,,,,,,,,,,,,,,,
6,23,35,327,,,,,BR52,BR5221007,,,Goiás,Taquaral de Goiás,204.2,,,,,,,,,,,,,,,,,
6,23,35,328,,,,,BR52,BR5221700,,,Goiás,Uruana,522.85,,,,,,,,,,,,,,,,,
6,23,35,329,,,,,BR52,BR5218706,,,Goiás,Rianápolis,159.04,,,,,,,,,,,,,,,,,
6,23,35,330,,,,,BR52,BR5211404,,,Goiás,Itauçu,384.1,,,,,,,,,,,,,,,,,
6,23,35,331,,,,,BR52,BR5210000,,,Goiás,Inhumas,615.16,,,,,,,,,,,,,,,,,
6,23,35,332,,,,,BR52,BR5219506,,,Goiás,Santa Rosa de Goiás,164.08,,,,,,,,,,,,,,,,,
6,23,35,333,,,,,BR52,BR5216809,,,Goiás,Petrolina de Goiás,531.4,,,,,,,,,,,,,,,,,
