tile_zoom,tile_x,tile_y,fid,au_ID_concatenated,au_country,au_level1,au_level2,b_ADM1_PCODE,b_ADM2_PCODE,b_ADM1_ES,b_ADM2_ES,b_ADM1_PT,b_ADM2_PT,au_area_km2,au_population,au_invest_with_presence,au_no_info,grupo_EMC,grupo_EMBF,grupo_ELN,grupo_CDF_AGC,grupo_Seg_Marquetalia,grupo_Los_Lobos,grupo_Los_Choneros,grupo_CV,grupo_PCC,grupo_Others,total_grupos_presentes,grupos_detalle_ES,grupos_detalle_PT,grupos_detalle_EN
3,2,3,863,,,,,CO41,CO41319,Huila,Guadalupe,,,249.41,,,,,,,,,,,,,,,,,
3,2,3,865,,,,,CO41,CO41298,Huila,Garzón,,,606.11,,,,,,,,,,,,,,,,,
3,2,3,1211,,,,,VE16,VE1608,Monagas,Maturín,,,12970.55,,,,,,,,,,,,,,,,,
3,2,3,1212,,,,,VE12,VE1206,Guárico,Las Mercedes,,,8021.71,,,,,,,,,,,,,,,,,
3,2,3,1213,,,,,VE12,VE1205,Guárico,Leonardo Infante,,,9893.99,,,,,,,,,,,,,,,,,
3,2,3,1214,,,,,VE12,VE1203,Guárico,El Socorro,,,2820.13,,,,,,,,,,,,,,,,,
3,2,3,1218,,,,,VE16,VE1607,Monagas,Libertador,,,3162.13,,,,,,,,,,,,,,,,,
3,2,3,1221,,,,,VE16,VE1612,Monagas,Sotillo,,,1821.56,,,,,,,,,,,,,,,,,
3,2,3,1223,,,,,VE16,VE1613,Monagas,Uracoa,,,1747.12,,,,,,,,,,,,,,,,,
3,2,3,1225,,,,,VE03,VE0310,Anzoátegui,José Gregorio Monagas,,,9891.99,,,,,,,,,,,,,,,,,
3,2,3,1226,,,,,VE03,VE0307,Anzoátegui,Independencia,,,6935.67,,,,,,,,,,,,,,,,,
3,2,3,1227,,,,,VE03,VE0305,Anzoátegui,Francisco de Miranda,,,5188.31,,,,,,,,,,,,,,,,,
3,2,3,1228,,,,,VE12,VE1214,Guárico,Santa María de Ipire,,,4531.87,,,,,,,,,,,,,,,,,
3,2,3,1234,,,,,VE04,VE0407,Apure,San Fernando,,,5629.04,,,,,,,,,,,,,,,,,
3,2,3,1238,,,,,VE04,VE0405,Apure,Pedro Camejo,,,20959.41,,,,,,,,,,,,,,,,,
3,2,3,1247,,,,,CO41,CO41206,Huila,Colombia,,,1584.79,,,,,,,,,,,,,,,,,
3,2,3,1256,,,,,CO41,CO41001,Huila,Neiva,,,1269.26,,,,,,,,,,,,,,,,,
3,2,3,1257,,,,,CO41,CO41078,Huila,Baraya,,,785.81,,,,,,,,,,,,,,,,,
3,2,3,1258,,,,,CO41,CO41615,Huila,Rivera,,,251.13,,,,,,,,,,,,,,,,,
3,2,3,1259,,,,,CO11,CO11001,"Bogotá, D.C.","Bogotá, D.C.",,,1622.84,,,,,,,,,,,,,,,,,
3,2,3,1260,,,,,CO50,CO50318,Meta,Guamal,,,595.7,,,,,,,,,,,,,,,,,
3,2,3,1261,,,,,CO25,CO25339,Cundinamarca,Gutiérrez,,,453.22,,,,,,,,,,,,,,,,,
3,2,3,1269,,,,,EC04,EC0402,Carchi,Bolivar,,,355.62,,,,,,,,,,,,,,,,,
3,2,3,1270,,,,,EC04,EC0405,Carchi,Montufar,,,384.71,,,,,,,,,,,,,,,,,
3,2,3,1271,,,,,EC04,EC0406,Carchi,San Pedro de Huaca,,,70.27,,,,,,,,,,,,,,,,,
3,2,3,1273,,,,,CO52,CO52356,Nariño,Ipiales,,,1566.52,,,,,,,,,,,,,,,,,
3,2,3,1274,,,,,CO52,CO52560,Nariño,Potosí,,,386.97,,,,,,,,,,,,,,,,,
3,2,3,1275,,,,,CO52,CO52215,Nariño,Córdoba,,,303.63,,,,,,,,,,,,,,,,,
3,2,3,1276,,,,,CO52,CO52573,Nariño,Puerres,,,349.01,,,,,,,,,,,,,,,,,
3,2,3,1277,,,,,CO52,CO52287,Nariño,Funes,,,393.48,,,,,,,,,,,,,,,,,
3,2,3,1303,,,,,CO41,CO41020,Huila,Algeciras,,,589.42,,,,,,,,,,,,,,,,,
3,2,3,1304,,,,,CO41,CO41306,Huila,Gigante,,,503.38,,,,,,,,,,,,,,,,,
3,2,3,1305,,,,,CO41,CO41799,Huila,Tello,,,530.23,,,,,,,,,,,,,,,,,
3,2,3,1307,,,,,CO41,CO41006,Huila,Acevedo,,,539.91,,,,,,,,,,,,,,,,,
3,2,3,1308,,,,,CO41,CO41530,Huila,Palestina,,,177.98,,,,,,,,,,,,,,,,,
3,2,3,1311,,,,,CO19,CO19533,Cauca,Piamonte,,,1103.07,,,,,,,,,,,,,,,,,
3,2,3,1313,,,,,CO41,CO41551,Huila,Pitalito,,,629.86,,,,,,,,,,,,,,,,,
3,2,3,1314,,,,,CO41,CO41770,Huila,Suaza,,,429.27,,,,,,,,,,,,,,,,,
3,2,3,1315,,,,,CO52,CO52378,Nariño,La Cruz,,,238.25,,,,,,,,,,,,,,,,,
3,2,3,1316,,,,,CO19,CO19701,Cauca,Santa Rosa,,,3612.62,,,,,,,,,,,,,,,,,
3,2,3,1318,,,,,CO52,CO52258,Nariño,El Tablón de Gómez,,,306.11,,,,,,,,,,,,,,,,,
3,2,3,1320,,,,,CO19,CO19397,Cauca,La Vega,,,514.94,,,,,,,,,,,,,,,,,
3,2,3,1321,,,,,CO19,CO19693,Cauca,San Sebastián,,,418.14,,,,,,,,,,,,,,,,,
3,2,3,1322,,,,,CO41,CO41668,Huila,San Agustín,,,1388.1,,,,,,,,,,,,,,,,,
3,2,3,1323,,,,,CO19,CO19100,Cauca,Bolívar,,,795.79,,,,,,,,,,,,,,,,,
3,2,3,1324,,,,,CO86,CO86749,Putumayo,Sibundoy,,,97.49,,,,,,,,,,,,,,,,,
3,2,3,1325,,,,,CO86,CO86219,Putumayo,Colón,,,64.11,,,,,,,,,,,,,,,,,
3,2,3,1326,,,,,CO52,CO52110,Nariño,Buesaco,,,634.16,,,,,,,,,,,,,,,,,
3,2,3,1338,,,,,EC17,EC1702,Pichincha,Cayambe,,,1192.73,,,,,,,,,,,,,,,,,
3,2,3,1342,,,,,EC10,EC1005,Imbabura,Pimampiro,,,442.47,,,,,,,,,,,,,,,,,
3,2,3,1345,,,,,EC05,EC0501,Cotopaxi,Latacunga,,,1384.92,,,,,,,,,,,,,,,,,
3,2,3,1346,,,,,EC17,EC1703,Pichincha,Mejia,,,1483.43,,,,,,,,,,,,,,,,,
3,2,3,1347,,,,,EC17,EC1701,Pichincha,Quito,,,4210.91,,,,,,,,,,,,,,,,,
3,2,3,1348,,,,,EC05,EC0506,Cotopaxi,Saquisili,,,205.35,,,,,,,,,,,,,,,,,
3,2,3,1349,,,,,EC05,EC0507,Cotopaxi,Sigchos,,,1351.34,,,,,,,,,,,,,,,,,
3,2,3,1351,,,,,EC05,EC0504,Cotopaxi,Pujili,,,1299.7,,,,,,,,,,,,,,,,,
3,2,3,1395,,,,,EC04,EC0401,Carchi,Tulcan,,,1820.81,,,,,,,,,,,,,,,,,
3,2,3,1396,,,,,CO52,CO52788,Nariño,Tangua,,,217.24,,,,,,,,,,,,,,,,,
3,2,3,1397,,,,,CO52,CO52001,Nariño,Pasto,,,1096.11,,,,,,,,,,,,,,,,,
3,2,4,252,,,,,BR52,BR5205521,,,Goiás,Colinas do Sul,1708.05,,,,,,,,,,,,,,,,,
3,2,4,253,,,,,BR52,BR5204656,,,Goiás,Campinaçu,1974.34,,,,,,,,,,,,,,,,,
3,2,4,254,,,,,BR52,BR5208103,,,Goiás,Formoso,844.66,,,,,,,,,,,,,,,,,
3,2,4,255,,,,,BR52,BR5221080,,,Goiás,Teresina de Goiás,774.34,,,,,,,,,,,,,,,,,
3,2,4,256,,,,,BR52,BR5213087,,,Goiás,Minaçu,2861.07,,,,,,,,,,,,,,,,,
3,2,4,257,,,,,BR52,BR5205307,,,Goiás,Cavalcante,6951.96,,,,,,,,,,,,,,,,,
3,2,4,262,,,,,BR52,BR5213509,,,Goiás,Monte Alegre de Goiás,3120.0,,,,,,,,,,,,,,,,,
3,2,4,264,,,,,BR52,BR5219605,,,Goiás,Santa Tereza de Goiás,794.53,,,,,,,,,,,,,,,,,
3,2,4,265,,,,,BR52,BR5218003,,,Goiás,Porangatu,4819.94,,,,,,,,,,,,,,,,,
3,2,4,267,,,,,BR52,BR5213772,,,Goiás,Montividiu do Norte,1332.78,,,,,,,,,,,,,,,,,
3,2,4,269,,,,,BR52,BR5221452,,,Goiás,Trombas,799.47,,,,,,,,,,,,,,,,,
3,2,4,270,,,,,BR52,BR5208301,,,Goiás,Divinópolis de Goiás,830.91,,,,,,,,,,,,,,,,,
3,2,4,271,,,,,BR52,BR5204904,,,Goiás,Campos Belos,734.21,,,,,,,,,,,,,,,,,
3,2,4,277,,,,,BR52,BR5219803,,,Goiás,São Domingos,3333.9,,,,,,,,,,,,,,,,,
3,2,4,278,,,,,BR52,BR5213053,,,Goiás,Mimoso de Goiás,1386.65,,,,,,,,,,,,,,,,,
3,2,4,279,,,,,BR52,BR5200175,,,Goiás,Água Fria de Goiás,2029.93,,,,,,,,,,,,,,,,,
3,2,4,280,,,,,BR52,BR5220009,,,Goiás,São João d'Aliança,3327.52,,,,,,,,,,,,,,,,,
3,2,4,281,,,,,BR52,BR5214606,,,Goiás,Niquelândia,9843.19,,,,,,,,,,,,,,,,,
3,2,4,282,,,,,BR52,BR5200605,,,Goiás,Alto Paraíso de Goiás,2596.59,,,,,,,,,,,,,,,,,
3,2,4,283,,,,,BR52,BR5218300,,,Goiás,Posse,2071.06,,,,,,,,,,,,,,,,,
3,2,4,284,,,,,BR52,BR5209903,,,Goiás,Iaciara,1550.06,,,,,,,,,,,,,,,,,
3,2,4,285,,,,,BR52,BR5214903,,,Goiás,Nova Roma,2136.24,,,,,,,,,,,,,,,,,
3,2,4,286,,,,,BR52,BR5209408,,,Goiás,Guarani de Goiás,1226.5,,,,,,,,,,,,,,,,,
3,2,4,287,,,,,BR52,BR5220686,,,Goiás,Simolândia,347.98,,,,,,,,,,,,,,,,,
3,2,4,288,,,,,BR52,BR5220702,,,Goiás,Sítio d'Abadia,1611.36,,,,,,,,,,,,,,,,,
3,2,4,289,,,,,BR52,BR5207907,,,Goiás,Flores de Goiás,3709.02,,,,,,,,,,,,,,,,,
3,2,4,290,,,,,BR52,BR5214879,,,Goiás,Nova Iguaçu de Goiás,628.24,,,,,,,,,,,,,,,,,
3,2,4,291,,,,,BR52,BR5221601,,,Goiás,Uruaçu,2141.64,,,,,,,,,,,,,,,,,
3,2,4,292,,,,,BR52,BR5200555,,,Goiás,Alto Horizonte,504.13,,,,,,,,,,,,,,,,,
3,2,4,293,,,,,BR52,BR5204953,,,Goiás,Campos Verdes,441.18,,,,,,,,,,,,,,,,,
3,2,4,294,,,,,BR52,BR5204706,,,Goiás,Campinorte,1067.99,,,,,,,,,,,,,,,,,
3,2,4,295,,,,,BR52,BR5207501,,,Goiás,Estrela do Norte,301.99,,,,,,,,,,,,,,,,,
3,2,4,296,,,,,BR52,BR5219456,,,Goiás,Santa Rita do Novo Destino,956.19,,,,,,,,,,,,,,,,,
3,2,4,297,,,,,BR52,BR5220157,,,Goiás,São Luiz do Norte,585.55,,,,,,,,,,,,,,,,,
3,2,4,298,,,,,BR52,BR5214101,,,Goiás,Mutunópolis,955.96,,,,,,,,,,,,,,,,,
3,2,4,299,,,,,BR52,BR5209457,,,Goiás,Guarinos,596.09,,,,,,,,,,,,,,,,,
3,2,4,300,,,,,BR52,BR5200258,,,Goiás,Águas Lindas de Goiás,192.28,,,,,,,,,,,,,,,,,
3,2,4,301,,,,,BR52,BR5215603,,,Goiás,Padre Bernardo,3142.88,,,,,,,,,,,,,,,,,
3,2,4,302,,,,,BR52,BR5217609,,,Goiás,Planaltina,2550.32,,,,,,,,,,,,,,,,,
3,2,4,303,,,,,BR53,BR5300108,,,Distrito Federal,Brasília,5760.99,,,,,,,,,,,,,,,,,
3,2,4,304,,,,,BR52,BR5206800,,,Goiás,Damolândia,84.35,,,,,,,,,,,,,,,,,
3,2,4,305,,,,,BR52,BR5208004,,,Goiás,Formosa,5814.1,,,,,,,,,,,,,,,,,
3,2,4,306,,,,,BR31,BR3109303,,,Minas Gerais,Buritis,5225.42,,,,,,,,,,,,,,,,,
3,2,4,307,,,,,BR52,BR5222203,,,Goiás,Vila Boa,1060.53,,,,,,,,,,,,,,,,,
3,2,4,308,,,,,BR52,BR5200803,,,Goiás,Alvorada do Norte,1259.55,,,,,,,,,,,,,,,,,
3,2,4,309,,,,,BR52,BR5209804,,,Goiás,Hidrolina,580.39,,,,,,,,,,,,,,,,,
3,2,4,310,,,,,BR52,BR5214861,,,Goiás,Nova Glória,413.36,,,,,,,,,,,,,,,,,
3,2,4,311,,,,,BR52,BR5203203,,,Goiás,Barro Alto,1093.22,,,,,,,,,,,,,,,,,
3,2,4,312,,,,,BR52,BR5219357,,,Goiás,Santa Isabel,807.74,,,,,,,,,,,,,,,,,
3,2,4,313,,,,,BR52,BR5208608,,,Goiás,Goianésia,1547.34,,,,,,,,,,,,,,,,,
3,2,4,314,,,,,BR52,BR5216908,,,Goiás,Pilar de Goiás,906.26,,,,,,,,,,,,,,,,,
3,2,4,315,,,,,BR52,BR5210158,,,Goiás,Ipiranga de Goiás,240.66,,,,,,,,,,,,,,,,,
3,2,4,316,,,,,BR52,BR5218607,,,Goiás,Rialma,268.3,,,,,,,,,,,,,,,,,
3,2,4,317,,,,,BR52,BR5222302,,,Goiás,Vila Propício,2181.67,,,,,,,,,,,,,,,,,
3,2,4,318,,,,,BR52,BR5205406,,,Goiás,Ceres,214.27,,,,,,,,,,,,,,,,,
3,2,4,319,,,,,BR52,BR5205802,,,Goiás,Corumbá de Goiás,1062.33,,,,,,,,,,,,,,,,,
3,2,4,320,,,,,BR52,BR5205513,,,Goiás,Cocalzinho de Goiás,1789.01,,,,,,,,,,,,,,,,,
3,2,4,321,,,,,BR52,BR5212055,,,Goiás,Jesúpolis,122.3,,,,,,,,,,,,,,,,,
3,2,4,322,,,,,BR52,BR5210562,,,Goiás,Itaguari,147.14,,,,,,,,,,,,,,,,,
3,2,4,323,,,,,BR52,BR5210604,,,Goiás,Itaguaru,239.63,,,,,,,,,,,,,,,,,
3,2,4,324,,,,,BR52,BR5211800,,,Goiás,Jaraguá,1848.8,,,,,,,,,,,,,,,,,
3,2,4,325,,,,,BR52,BR5217302,,,Goiás,Pirenópolis,2205.32,,,,,,,,,,,,,,,,,
3,2,4,326,,,,,BR52,BR5219902,,,Goiás,São Francisco de Goiás,415.87,,,,,,,,,,,,,,,,,
3,2,4,327,,,,,BR52,BR5221007,,,Goiás,Taquaral de Goiás,204.2,,,,,,,,,,,,,,,,,
3,2,4,328,,,,,BR52,BR5221700,,,Goiás,Uruana,522.85,,,,,,,,,,,,,,,,,
3,2,4,329,,,,,BR52,BR5218706,,,Goiás,Rianápolis,159.04,,,,,,,,,,,,,,,,,
3,2,4,330,,,,,BR52,BR5211404,,,Goiás,Itauçu,384.1,,,,,,,,,,,,,,,,,
3,2,4,331,,,,,BR52,BR5210000,,,Goiás,Inhumas,615.16,,,,,,,,,,,,,,,,,
3,2,4,332,,,,,BR52,BR5219506,,,Goiás,Santa Rosa de Goiás,164.08,,,,,,,,,,,,,,,,,
3,2,4,333,,,,,BR52,BR5216809,,,Goiás,Petrolina de Goiás,531.4,,,,,,,,,,,,,,,,,
3,2,4,334,,,,,BR52,BR5204854,,,Goiás,Campo Limpo de Goiás,159.46,,,,,,,,,,,,,,,,,
3,2,4,335,,,,,BR52,BR5201108,,,Goiás,Anápolis,934.69,,,,,,,,,,,,,,,,,
3,2,4,336,,,,,BR52,BR5215405,,,Goiás,Ouro Verde de Goiás,208.92,,,,,,,,,,,,,,,,,
3,2,4,337,,,,,BR29,BR2908101,,,Bahia,Cocos,10140.97,,,,,,,,,,,,,,,,,
3,2,4,338,,,,,BR29,BR2917359,,,Bahia,Jaborandi,9954.9,,,,,,,,,,,,,,,,,
3,2,4,339,,,,,BR29,BR2909307,,,Bahia,Correntina,11503.91,,,,,,,,,,,,,,,,,
3,2,4,340,,,,,BR29,BR2928901,,,Bahia,São Desidério,15154.7,,,,,,,,,,,,,,,,,
3,2,4,341,,,,,BR52,BR5203962,,,Goiás,Buritinópolis,247.25,,,,,,,,,,,,,,,,,
3,2,4,342,,,,,BR52,BR5206701,,,Goiás,Damianópolis,415.05,,,,,,,,,,,,,,,,,
3,2,4,343,,,,,BR52,BR5212709,,,Goiás,Mambaí,854.23,,,,,,,,,,,,,,,,,
3,2,4,344,,,,,BR31,BR3126208,,,Minas Gerais,Formoso,3685.4,,,,,,,,,,,,,,,,,
3,2,4,365,,,,,BR29,BR2919553,,,Bahia,Luís Eduardo Magalhães,4037.5,,,,,,,,,,,,,,,,,
3,2,4,366,,,,,BR29,BR2903201,,,Bahia,Barreiras,8051.26,,,,,,,,,,,,,,,,,
3,2,4,379,,,,,BR22,BR2208908,,,Piauí,Ribeiro Gonçalves,3978.43,,,,,,,,,,,,,,,,,
3,2,4,385,,,,,BR22,BR2211209,,,Piauí,Uruçuí,8416.31,,,,,,,,,,,,,,,,,
3,2,4,391,,,,,BR22,BR2209203,,,Piauí,Santa Filomena,5285.22,,,,,,,,,,,,,,,,,
3,2,4,433,,,,,BR22,BR2200806,,,Piauí,Antônio Almeida,645.95,,,,,,,,,,,,,,,,,
3,2,4,434,,,,,BR22,BR2208551,,,Piauí,Porto Alegre do Piauí,1169.72,,,,,,,,,,,,,,,,,
3,2,4,451,,,,,BR29,BR2911105,,,Bahia,Formosa do Rio Preto,15634.89,,,,,,,,,,,,,,,,,
3,2,4,452,,,,,BR22,BR2201309,,,Piauí,Barreiras do Piauí,2168.38,,,,,,,,,,,,,,,,,
3,2,4,453,,,,,BR22,BR2204402,,,Piauí,Gilbués,3495.25,,,,,,,,,,,,,,,,,
3,2,4,486,,,,,BR52,BR5200829,,,Goiás,Amaralina,1343.57,,,,,,,,,,,,,,,,,
3,2,4,487,,,,,BR52,BR5203575,,,Goiás,Bonópolis,1628.73,,,,,,,,,,,,,,,,,
3,2,4,488,,,,,BR52,BR5212808,,,Goiás,Mara Rosa,1687.59,,,,,,,,,,,,,,,,,
3,2,4,489,,,,,BR52,BR5214838,,,Goiás,Nova Crixás,7302.03,,,,,,,,,,,,,,,,,
3,2,4,490,,,,,BR52,BR5215256,,,Goiás,Novo Planalto,1243.08,,,,,,,,,,,,,,,,,
3,2,4,491,,,,,BR52,BR5220207,,,Goiás,São Miguel do Araguaia,6148.06,,,,,,,,,,,,,,,,,
3,2,4,758,,,,,PE05,PE0503,Ayacucho,Huanca Sancos,,,2839.09,,,,,,,,,,,,,,,,,
3,2,4,759,,,,,PE03,PE0306,Apurimac,Chincheros,,,1508.31,,,,,,,,,,,,,,,,,
3,2,4,760,,,,,PE05,PE0502,Ayacucho,Cangallo,,,1870.34,,,,,,,,,,,,,,,,,
3,2,4,761,,,,,PE05,PE0511,Ayacucho,Vilcas Huaman,,,1178.08,,,,,,,,,,,,,,,,,
3,2,4,762,,,,,PE05,PE0504,Ayacucho,Huanta,,,3877.19,,,,,,,,,,,,,,,,,
3,2,4,763,,,,,PE05,PE0501,Ayacucho,Huamanga,,,3053.89,,,,,,,,,,,,,,,,,
3,2,4,764,,,,,PE12,PE1206,Junin,Satipo,,,19158.03,,,,,,,,,,,,,,,,,
3,2,4,765,,,,,PE05,PE0505,Ayacucho,La Mar,,,4229.72,,,,,,,,,,,,,,,,,
3,2,4,766,,,,,PE08,PE0809,Cusco,La Convencion,,,31863.94,,,,,,,,,,,,,,,,,
3,2,4,774,,,,,PE21,PE2112,Puno,Sandia,,,12668.8,,,,,,,,,,,,,,,,,
3,2,4,785,,,,,PE19,PE1903,Pasco,Oxapampa,,,17034.94,,,,,,,,,,,,,,,,,
3,2,4,791,,,,,PE03,PE0301,Apurimac,Abancay,,,3456.32,,,,,,,,,,,,,,,,,
3,2,4,792,,,,,PE03,PE0303,Apurimac,Antabamba,,,3228.6,,,,,,,,,,,,,,,,,
3,2,4,793,,,,,PE08,PE0803,Cusco,Anta,,,1941.39,,,,,,,,,,,,,,,,,
3,2,4,794,,,,,PE08,PE0804,Cusco,Calca,,,3533.25,,,,,,,,,,,,,,,,,
3,2,4,795,,,,,PE21,PE2103,Puno,Carabaya,,,11721.13,,,,,,,,,,,,,,,,,
3,2,4,796,,,,,PE08,PE0801,Cusco,Cusco,,,529.21,,,,,,,,,,,,,,,,,
3,2,4,797,,,,,PE04,PE0408,Arequipa,La Union,,,4892.76,,,,,,,,,,,,,,,,,
3,2,4,798,,,,,PE08,PE0811,Cusco,Paucartambo,,,5783.69,,,,,,,,,,,,,,,,,
3,2,4,799,,,,,PE08,PE0812,Cusco,Quispicanchi,,,7347.18,,,,,,,,,,,,,,,,,
3,2,4,800,,,,,PE08,PE0813,Cusco,Urubamba,,,1445.37,,,,,,,,,,,,,,,,,
3,2,4,801,,,,,PE09,PE0907,Huancavelica,Tayacaja,,,3381.85,,,,,,,,,,,,,,,,,
3,2,4,802,,,,,PE09,PE0902,Huancavelica,Acobamba,,,927.06,,,,,,,,,,,,,,,,,
3,2,4,803,,,,,PE09,PE0905,Huancavelica,Churcampa,,,1205.54,,,,,,,,,,,,,,,,,
3,2,4,804,,,,,PE09,PE0903,Huancavelica,Angaraes,,,1942.42,,,,,,,,,,,,,,,,,
3,2,4,805,,,,,PE05,PE0507,Ayacucho,Parinacochas,,,5941.87,,,,,,,,,,,,,,,,,
3,2,4,806,,,,,PE05,PE0506,Ayacucho,Lucanas,,,14474.23,,,,,,,,,,,,,,,,,
3,2,4,807,,,,,PE03,PE0304,Apurimac,Aymaraes,,,4128.26,,,,,,,,,,,,,,,,,
3,2,4,808,,,,,PE03,PE0302,Apurimac,Andahuaylas,,,4035.72,,,,,,,,,,,,,,,,,
3,2,4,809,,,,,PE05,PE0509,Ayacucho,Sucre,,,1784.93,,,,,,,,,,,,,,,,,
3,2,4,810,,,,,PE05,PE0510,Ayacucho,Victor Fajardo,,,2265.45,,,,,,,,,,,,,,,,,
3,2,4,907,,,,,PE02,PE0205,Ancash,Bolognesi,,,3127.04,,,,,,,,,,,,,,,,,
3,2,4,908,,,,,PE02,PE0217,Ancash,Recuay,,,2326.39,,,,,,,,,,,,,,,,,
3,2,4,909,,,,,PE10,PE1011,Huanuco,Yarowilca,,,732.14,,,,,,,,,,,,,,,,,
3,2,4,910,,,,,PE12,PE1209,Junin,Chupaca,,,1155.62,,,,,,,,,,,,,,,,,
3,2,4,911,,,,,PE12,PE1201,Junin,Huancayo,,,3736.49,,,,,,,,,,,,,,,,,
3,2,4,912,,,,,PE15,PE1507,Lima,Huarochiri,,,5735.11,,,,,,,,,,,,,,,,,
3,2,4,913,,,,,PE12,PE1202,Junin,Concepcion,,,2253.8,,,,,,,,,,,,,,,,,
3,2,4,914,,,,,PE12,PE1204,Junin,Jauja,,,4357.31,,,,,,,,,,,,,,,,,
3,2,4,915,,,,,PE15,PE1504,Lima,Canta,,,1735.5,,,,,,,,,,,,,,,,,
3,2,4,916,,,,,PE12,PE1208,Junin,Yauli,,,3637.87,,,,,,,,,,,,,,,,,
3,2,4,917,,,,,PE19,PE1901,Pasco,Pasco,,,5340.66,,,,,,,,,,,,,,,,,
3,2,4,918,,,,,PE10,PE1002,Huanuco,Ambo,,,1572.29,,,,,,,,,,,,,,,,,
3,2,4,919,,,,,PE10,PE1008,Huanuco,Pachitea,,,3084.36,,,,,,,,,,,,,,,,,
3,2,4,920,,,,,PE19,PE1902,Pasco,Daniel Alcides Carrion,,,1519.05,,,,,,,,,,,,,,,,,
3,2,4,921,,,,,PE10,PE1001,Huanuco,Huanuco,,,3637.95,,,,,,,,,,,,,,,,,
3,2,4,922,,,,,PE12,PE1205,Junin,Junin,,,2497.09,,,,,,,,,,,,,,,,,
3,2,4,923,,,,,PE10,PE1010,Huanuco,Lauricocha,,,1922.26,,,,,,,,,,,,,,,,,
3,2,4,924,,,,,PE12,PE1207,Junin,Tarma,,,2672.34,,,,,,,,,,,,,,,,,
3,2,4,925,,,,,PE10,PE1003,Huanuco,Dos de Mayo,,,1488.91,,,,,,,,,,,,,,,,,
3,2,4,926,,,,,PE12,PE1203,Junin,Chanchamayo,,,4681.89,,,,,,,,,,,,,,,,,
3,2,4,927,,,,,PE09,PE0906,Huancavelica,Huaytara,,,6469.54,,,,,,,,,,,,,,,,,
3,2,4,928,,,,,PE09,PE0904,Huancavelica,Castrovirreyna,,,3955.63,,,,,,,,,,,,,,,,,
3,2,4,929,,,,,PE09,PE0901,Huancavelica,Huancavelica,,,4196.88,,,,,,,,,,,,,,,,,
3,2,4,930,,,,,PE15,PE1510,Lima,Yauyos,,,6992.13,,,,,,,,,,,,,,,,,
3,2,4,931,,,,,PE15,PE1506,Lima,Huaral,,,3670.03,,,,,,,,,,,,,,,,,
3,2,4,932,,,,,PE15,PE1508,Lima,Huaura,,,4923.54,,,,,,,,,,,,,,,,,
3,2,4,933,,,,,PE15,PE1509,Lima,Oyon,,,1878.31,,,,,,,,,,,,,,,,,
3,2,4,934,,,,,PE15,PE1503,Lima,Cajatambo,,,1526.53,,,,,,,,,,,,,,,,,
3,2,4,940,,,,,PE20,PE2003,Piura,Huancabamba,,,4293.68,,,,,,,,,,,,,,,,,
3,2,4,941,,,,,PE06,PE0608,Cajamarca,Jaen,,,5062.29,,,,,,,,,,,,,,,,,
3,2,4,944,,,,,PE02,PE0207,Ancash,Carlos Fermin Fitzcarrald,,,626.99,,,,,,,,,,,,,,,,,
3,2,4,945,,,,,PE02,PE0210,Ancash,Huari,,,2790.22,,,,,,,,,,,,,,,,,
3,2,4,946,,,,,PE10,PE1004,Huanuco,Huacaybamba,,,1703.8,,,,,,,,,,,,,,,,,
3,2,4,947,,,,,PE02,PE0203,Ancash,Antonio Raymondi,,,558.89,,,,,,,,,,,,,,,,,
3,2,4,948,,,,,PE10,PE1005,Huanuco,Huamalies,,,3158.59,,,,,,,,,,,,,,,,,
3,2,4,949,,,,,PE10,PE1006,Huanuco,Leoncio Prado,,,4908.38,,,,,,,,,,,,,,,,,
3,2,4,950,,,,,PE10,PE1007,Huanuco,Marañon,,,4948.9,,,,,,,,,,,,,,,,,
3,2,4,952,,,,,PE10,PE1009,Huanuco,Puerto Inca,,,10371.89,,,,,,,,,,,,,,,,,
3,2,4,953,,,,,PE14,PE1402,Lambayeque,Ferreñafe,,,1574.9,,,,,,,,,,,,,,,,,
3,2,4,954,,,,,PE06,PE0604,Cajamarca,Chota,,,3758.47,,,,,,,,,,,,,,,,,
3,2,4,955,,,,,PE06,PE0606,Cajamarca,Cutervo,,,3026.21,,,,,,,,,,,,,,,,,
3,2,4,956,,,,,PE14,PE1403,Lambayeque,Lambayeque,,,9595.96,,,,,,,,,,,,,,,,,
3,2,4,957,,,,,PE02,PE0201,Ancash,Huaraz,,,2506.98,,,,,,,,,,,,,,,,,
3,2,4,958,,,,,PE02,PE0206,Ancash,Carhuaz,,,813.34,,,,,,,,,,,,,,,,,
3,2,4,959,,,,,PE02,PE0204,Ancash,Asuncion,,,527.76,,,,,,,,,,,,,,,,,
3,2,4,960,,,,,PE02,PE0212,Ancash,Huaylas,,,2286.62,,,,,,,,,,,,,,,,,
3,2,4,961,,,,,PE02,PE0213,Ancash,Mariscal Luzuriaga,,,736.12,,,,,,,,,,,,,,,,,
3,2,4,962,,,,,PE02,PE0216,Ancash,Pomabamba,,,921.3,,,,,,,,,,,,,,,,,
3,2,4,963,,,,,PE02,PE0220,Ancash,Yungay,,,1362.86,,,,,,,,,,,,,,,,,
3,2,4,964,,,,,PE13,PE1306,La Libertad,Otuzco,,,2077.57,,,,,,,,,,,,,,,,,
